,id,name,category,collection,hex,lrv,link
206,V138-1,Northbound,Gray,,#dde5e6,76.959,valspar.com//en/colors/browse-colors/independent-retailers/gray/northbound-v138-1
207,V024-1,Refreshing Green,Green,,#cfebce,76.956,valspar.com//en/colors/browse-colors/independent-retailers/green/refreshing-green-v024-1
208,V005-1,Piglet,Red,,#f4dee0,76.951,valspar.com//en/colors/browse-colors/independent-retailers/red/piglet-v005-1
209,M106,Peach Fuzz,Orange,The Natural Collection,#f7e0c6,76.946,valspar.com//en/colors/browse-colors/independent-retailers/orange/peach-fuzz-m106
210,2005-6C,Subtle Suede,Orange,,#f7dfca,76.939,valspar.com//en/colors/browse-colors/lowes/orange/subtle-suede-2005-6c
211,4006-7A,Dewdrop,Blue,,#d3e6f1,76.883,valspar.com//en/colors/browse-colors/lowes/blue/dewdrop-4006-7a
212,T655,Stratosphere,Gray,The Classic Collection,#dee5e0,76.876,valspar.com//en/colors/browse-colors/independent-retailers/gray/stratosphere-t655
213,V141-1,Slow Down,Gray,,#dfe5df,76.808,valspar.com//en/colors/browse-colors/independent-retailers/gray/slow-down-v141-1
214,5008-9A,Sprinkle,Blue,,#c3ece2,76.791,valspar.com//en/colors/browse-colors/lowes/blue/sprinkle-5008-9a
215,6004-7B,Sprig of Mint,Green,,#d9e9c3,76.774,valspar.com//en/colors/browse-colors/lowes/green/sprig-of-mint-6004-7b
216,7002-12,Quail Egg,White,Popular,#eae2d5,76.734,valspar.com//en/colors/browse-colors/lowes/white/quail-egg-7002-12
217,3006-4B,Pecan Cream,Yellow,,#f7e1ab,76.724,valspar.com//en/colors/browse-colors/lowes/yellow/pecan-cream-3006-4b
218,T542,Subtle,White,The Classic Collection,#e5e2e3,76.711,valspar.com//en/colors/browse-colors/independent-retailers/white/subtle-t542
219,M326,Gauzy Calico,Blue,The Soft Collection,#d3e6ed,76.623,valspar.com//en/colors/browse-colors/independent-retailers/blue/gauzy-calico-m326
220,V008-1,Peachy,Orange,,#fcddcb,76.515,valspar.com//en/colors/browse-colors/independent-retailers/orange/peachy-v008-1
221,V079-1,Wide-Eyed,Red,,#fadcdb,76.478,valspar.com//en/colors/browse-colors/independent-retailers/red/wide-eyed-v079-1
222,P105,Open Skies,Blue,The Classic Collection,#d3e6ea,76.452,valspar.com//en/colors/browse-colors/independent-retailers/blue/open-skies-p105
223,5008-7A,Mint Whisper,Blue,Popular,#d0e8e0,76.314,valspar.com//en/colors/browse-colors/lowes/blue/mint-whisper-5008-7a
224,V065-1,Touch of Frost,Blue,Popular,#cce8e2,76.303,valspar.com//en/colors/browse-colors/independent-retailers/blue/touch-of-frost-v065-1
225,1007-4C,Art Deco Pink,Red,,#f9dbe2,76.296,valspar.com//en/colors/browse-colors/lowes/red/art-deco-pink-1007-4c
226,7001-17,Cinema Screen,Gray,,#e4e2df,76.256,valspar.com//en/colors/browse-colors/lowes/gray/cinema-screen-7001-17
227,T651,Gentle Gray,White,The Classic Collection,#e1e3e3,76.19,valspar.com//en/colors/browse-colors/independent-retailers/white/gentle-gray-t651
228,V181,Over the Moon,White,Popular,#e8e1da,76.169,valspar.com//en/colors/browse-colors/independent-retailers/white/over-the-moon-v181
229,T642,Horizon Gray,White,The Classic Collection,#dae4e8,76.063,valspar.com//en/colors/browse-colors/independent-retailers/white/horizon-gray-t642
230,V110-1,London Lights,Purple,Popular,#dbe3ea,76.055,valspar.com//en/colors/browse-colors/independent-retailers/purple/london-lights-v110-1
231,8002-1A,Spun Moonbeams,Purple,,#e7e0e9,76.0,valspar.com//en/colors/browse-colors/lowes/purple/spun-moonbeams-8002-1a
232,8001-48A,Heart's Aflutter,Purple,,#e4dfed,76.0,valspar.com//en/colors/browse-colors/lowes/purple/hearts-aflutter-8001-48a
233,8001-10A,In Your Dreams,Red,,#f6ddde,76.0,valspar.com//en/colors/browse-colors/lowes/red/in-your-dreams-8001-10a
234,8002-33A,Mint Intermezzo,Green,,#d5e6d6,76.0,valspar.com//en/colors/browse-colors/lowes/green/mint-intermezzo-8002-33a
235,8001-25C,Wild Daffodil,Green,,#f5e47a,76.0,valspar.com//en/colors/browse-colors/lowes/green/wild-daffodil-8001-25c
236,8003-44A,Dreamstress,Blue,,#d6e4ea,76.0,valspar.com//en/colors/browse-colors/lowes/blue/dreamstress-8003-44a
237,8003-39A,Blown Glass,Blue,,#d6e5e8,76.0,valspar.com//en/colors/browse-colors/lowes/blue/blown-glass-8003-39a
238,8002-36A,Touch of Frost,Blue,,#cce8e2,76.0,valspar.com//en/colors/browse-colors/lowes/blue/touch-of-frost-8002-36a
239,8004-16A,Sahara Dust,Neutral,,#efdfcb,76.0,valspar.com//en/colors/browse-colors/lowes/neutral/sahara-dust-8004-16a
240,2007-4B,Champagne Orange,Orange,,#ffdcb5,75.987,valspar.com//en/colors/browse-colors/lowes/orange/champagne-orange-2007-4b
241,V159,Permafrost,White,,#e4e2dd,75.983,valspar.com//en/colors/browse-colors/independent-retailers/white/permafrost-v159
242,V105-1,Blown Glass,Blue,,#d6e5e8,75.982,valspar.com//en/colors/browse-colors/independent-retailers/blue/blown-glass-v105-1
243,3006-8C,Ivory Essence,Yellow,,#ece1cb,75.919,valspar.com//en/colors/browse-colors/lowes/yellow/ivory-essence-3006-8c
244,6006-9B,Spring Glow,Green,,#dde7b9,75.912,valspar.com//en/colors/browse-colors/lowes/green/spring-glow-6006-9b
245,5003-9A,River Mist,Blue,,#c6e8ef,75.856,valspar.com//en/colors/browse-colors/lowes/blue/river-mist-5003-9a
246,V030-1,Ambient Light,Blue,,#c9e8ea,75.824,valspar.com//en/colors/browse-colors/independent-retailers/blue/ambient-light-v030-1
247,2008-10C,Riviera Dune,Neutral,,#ebe0d4,75.797,valspar.com//en/colors/browse-colors/lowes/neutral/riviera-dune-2008-10c
248,V052-1,Lemon Bars,Yellow,,#ffdca7,75.726,valspar.com//en/colors/browse-colors/independent-retailers/yellow/lemon-bars-v052-1
249,V101-1,Pearly Jade,Blue,,#dae4df,75.711,valspar.com//en/colors/browse-colors/independent-retailers/blue/pearly-jade-v101-1
250,V049-1,Vanilla Française,Orange,,#ffdbb5,75.699,valspar.com//en/colors/browse-colors/independent-retailers/orange/vanilla-francaise-v049-1
251,3002-4B,Apricot Mousse,Orange,,#ffdba6,75.682,valspar.com//en/colors/browse-colors/lowes/orange/apricot-mousse-3002-4b
252,V014-1,Cha-Cha-Cha,Orange,,#ffdba1,75.661,valspar.com//en/colors/browse-colors/independent-retailers/orange/cha-cha-cha-v014-1
253,P065,Polar Ice,Blue,The Classic Collection,#c5e9e3,75.63,valspar.com//en/colors/browse-colors/independent-retailers/blue/polar-ice-p065
254,V109-1,Dreamstress,Blue,,#d6e4ea,75.519,valspar.com//en/colors/browse-colors/independent-retailers/blue/dreamstress-v109-1
255,T539,Rose of Texas,Yellow,The Classic Collection,#f8deb2,75.514,valspar.com//en/colors/browse-colors/independent-retailers/yellow/rose-of-texas-t539
256,3007-6B,Homey Cream,Yellow,Popular,#f4dfb8,75.502,valspar.com//en/colors/browse-colors/lowes/yellow/homey-cream-3007-6b
257,V003-1,Pink Lemonade,Red,,#f0dce4,75.455,valspar.com//en/colors/browse-colors/independent-retailers/red/pink-lemonade-v003-1
258,V059-1,Fern Shadow,Green,,#dde5bf,75.443,valspar.com//en/colors/browse-colors/independent-retailers/green/fern-shadow-v059-1
259,V012-1,Sherbet Pop,Orange,,#fedbb2,75.314,valspar.com//en/colors/browse-colors/independent-retailers/orange/sherbet-pop-v012-1
260,7004-9,Gray Shimmer,White,,#e3e1df,75.298,valspar.com//en/colors/browse-colors/lowes/white/gray-shimmer-7004-9
261,3008-1C,Top Banana,Yellow,,#ffde76,75.297,valspar.com//en/colors/browse-colors/lowes/yellow/top-banana-3008-1c
262,V112-1,Wispy Skies,Gray,,#dee1e5,75.262,valspar.com//en/colors/browse-colors/independent-retailers/gray/wispy-skies-v112-1
263,T543,Most Delicate,Gray,The Classic Collection,#e9dfdd,75.241,valspar.com//en/colors/browse-colors/independent-retailers/gray/most-delicate-t543
264,7006-9,Totten's Inlet,White,,#e9e0d2,75.238,valspar.com//en/colors/browse-colors/lowes/white/tottens-inlet-7006-9
265,V056-1,Kelsey's Curls,Yellow,,#f2e0a8,75.219,valspar.com//en/colors/browse-colors/independent-retailers/yellow/kelseys-curls-v056-1
266,V016-2,Bee's Knees,Yellow,Popular,#ffdd75,75.18,valspar.com//en/colors/browse-colors/independent-retailers/yellow/bees-knees-v016-2
267,V021-1,Frosty Margarita,Green,,#dfe5b9,75.162,valspar.com//en/colors/browse-colors/independent-retailers/green/frosty-margarita-v021-1
268,5002-9A,Crystalline,Blue,,#cee5eb,75.077,valspar.com//en/colors/browse-colors/lowes/blue/crystalline-5002-9a
269,7004-13,Prudence,White,,#dfe1e1,75.077,valspar.com//en/colors/browse-colors/lowes/white/prudence-7004-13
270,V047-1,Light and Fluffy,Orange,,#ffdab5,75.067,valspar.com//en/colors/browse-colors/independent-retailers/orange/light-and-fluffy-v047-1
271,8001-46A,On Butterfly Wings,Purple,,#dde0ed,75.0,valspar.com//en/colors/browse-colors/lowes/purple/on-butterfly-wings-8001-46a
272,8002-19A,Dulce de Leche,Yellow,,#f3ddc2,75.0,valspar.com//en/colors/browse-colors/lowes/yellow/dulce-de-leche-8002-19a
273,8002-30B,Cool Peridot,Green,,#d4e8bd,75.0,valspar.com//en/colors/browse-colors/lowes/green/cool-peridot-8002-30b
274,8002-25C,Kelsey's Curls,Green,,#f2e0a8,75.0,valspar.com//en/colors/browse-colors/lowes/green/kelseys-curls-8002-25c
275,8002-40A,Fresh Dawn,Blue,,#c8e5ec,75.0,valspar.com//en/colors/browse-colors/lowes/blue/fresh-dawn-8002-40a
276,8004-10A,Je M'Apelle Missy,Neutral,,#ecdfd5,75.0,valspar.com//en/colors/browse-colors/lowes/neutral/je-mapelle-missy-8004-10a
277,8006-7A,Mais Oui,Gray,,#dfe0e3,75.0,valspar.com//en/colors/browse-colors/lowes/gray/mais-oui-8006-7a
278,8004-33A,Seven Sisters,Gray,,#dce2df,75.0,valspar.com//en/colors/browse-colors/lowes/gray/seven-sisters-8004-33a
279,7001-18,Heirloom Pink,White,,#e4e0dc,74.991,valspar.com//en/colors/browse-colors/lowes/white/heirloom-pink-7001-18
280,1003-2C,Utterly Pink,Red,,#f8d9e3,74.986,valspar.com//en/colors/browse-colors/lowes/red/utterly-pink-1003-2c
281,V001-1,Sea Urchin,Purple,,#e9ddea,74.967,valspar.com//en/colors/browse-colors/independent-retailers/purple/sea-urchin-v001-1
282,7006-1,Wispy White,White,,#e5e0d5,74.938,valspar.com//en/colors/browse-colors/lowes/white/wispy-white-7006-1
283,M239,Sueded Gray,White,The Bold Collection,#dae1eb,74.893,valspar.com//en/colors/browse-colors/independent-retailers/white/sueded-gray-m239
284,1006-6C,Berry Taffy,Red,,#efdcde,74.861,valspar.com//en/colors/browse-colors/lowes/red/berry-taffy-1006-6c
285,5008-3A,Pale Oak Grove,Green,,#dfe2d2,74.855,valspar.com//en/colors/browse-colors/lowes/green/pale-oak-grove-5008-3a
286,2001-10C,Santa Fe Spirit,Orange,,#edded3,74.832,valspar.com//en/colors/browse-colors/lowes/orange/santa-fe-spirit-2001-10c
287,7004-19,Silver Dust,White,Popular,#e0e1de,74.773,valspar.com//en/colors/browse-colors/lowes/white/silver-dust-7004-19
288,V050-1,Morning Blossom,Orange,"Popular,2021 Color Of The Year",#f5ddbf,74.728,valspar.com//en/colors/browse-colors/independent-retailers/orange/morning-blossom-v050-1
289,V058-1,Ethereal One,Green,,#e3e2c1,74.718,valspar.com//en/colors/browse-colors/independent-retailers/green/ethereal-one-v058-1
290,6007-5A,Green Highland,Green,,#e7e1c2,74.711,valspar.com//en/colors/browse-colors/lowes/green/green-highland-6007-5a
291,V053-1,Banana Split,Yellow,,#f1dfaf,74.69,valspar.com//en/colors/browse-colors/independent-retailers/yellow/banana-split-v053-1
292,T537,Aged Ivory,Yellow,The Classic Collection,#f9dcb4,74.648,valspar.com//en/colors/browse-colors/independent-retailers/yellow/aged-ivory-t537
293,3006-6B,Shoreline,Yellow,,#fcdcab,74.619,valspar.com//en/colors/browse-colors/lowes/yellow/shoreline-3006-6b
294,4007-5A,Ice Rink Blue,Blue,,#d7e2e4,74.606,valspar.com//en/colors/browse-colors/lowes/blue/ice-rink-blue-4007-5a
295,6001-7A,Icy Mint,Green,Popular,#cde6d7,74.58,valspar.com//en/colors/browse-colors/lowes/green/icy-mint-6001-7a
296,V032-1,Fresh Dawn,Blue,,#c8e5ec,74.57,valspar.com//en/colors/browse-colors/independent-retailers/blue/fresh-dawn-v032-1
297,V023-1,Lime Fizz,Green,Popular,#d0e7be,74.564,valspar.com//en/colors/browse-colors/independent-retailers/green/lime-fizz-v023-1
298,7002-13,Courtyard Tan,White,,#eadfcc,74.53,valspar.com//en/colors/browse-colors/lowes/white/courtyard-tan-7002-13
299,7004-2,Soft Silk,White,,#e1dfe3,74.497,valspar.com//en/colors/browse-colors/lowes/white/soft-silk-7004-2
300,5008-5A,Pale Tidepool,Green,,#d6e5cc,74.495,valspar.com//en/colors/browse-colors/lowes/green/pale-tidepool-5008-5a
301,V009-1,Neon Cloud,Orange,,#ffd9b8,74.492,valspar.com//en/colors/browse-colors/independent-retailers/orange/neon-cloud-v009-1
302,1007-8C,Sweet Pastel,Red,,#ecddd7,74.315,valspar.com//en/colors/browse-colors/lowes/red/sweet-pastel-1007-8c
303,2004-6C,Cape Sands,Orange,,#f8dac6,74.294,valspar.com//en/colors/browse-colors/lowes/orange/cape-sands-2004-6c
304,V055-1,Subtle Glow,Yellow,,#efdeb8,74.263,valspar.com//en/colors/browse-colors/independent-retailers/yellow/subtle-glow-v055-1
305,4006-9A,Blue Mist,Blue,,#cce3f0,74.226,valspar.com//en/colors/browse-colors/lowes/blue/blue-mist-4006-9a
306,8001-47A,Dulcinea,Purple,,#dfdeec,74.0,valspar.com//en/colors/browse-colors/lowes/purple/dulcinea-8001-47a
307,8002-10A,Scarlet Butter,Red,,#f9d9d0,74.0,valspar.com//en/colors/browse-colors/lowes/red/scarlet-butter-8002-10a
308,8001-12A,Dash of Pink,Red,,#fbd8d4,74.0,valspar.com//en/colors/browse-colors/lowes/red/dash-of-pink-8001-12a
309,8002-14A,Peaches and Cream,Orange,,#f7dac1,74.0,valspar.com//en/colors/browse-colors/lowes/orange/peaches-and-cream-8002-14a
310,8003-27A,Dream Grass,Green,,#e4e0cb,74.0,valspar.com//en/colors/browse-colors/lowes/green/dream-grass-8003-27a
311,8002-44A,Cape Cod,Blue,,#cee4ed,74.0,valspar.com//en/colors/browse-colors/lowes/blue/cape-cod-8002-44a
312,8007-12G,Petal Smoke,White,,#e4ded7,74.0,valspar.com//en/colors/browse-colors/lowes/white/petal-smoke-8007-12g
313,1007-10C,Honeysuckle Delight,Red,,#eddcd4,73.936,valspar.com//en/colors/browse-colors/lowes/red/honeysuckle-delight-1007-10c
314,M117,Cupcake,Yellow,The Natural Collection,#f6dbba,73.924,valspar.com//en/colors/browse-colors/independent-retailers/yellow/cupcake-m117
315,7003-9,Malted Milk,White,,#ecddc6,73.872,valspar.com//en/colors/browse-colors/lowes/white/malted-milk-7003-9
316,3003-2A,Honey Glaze,Yellow,,#ffd971,73.87,valspar.com//en/colors/browse-colors/lowes/yellow/honey-glaze-3003-2a
317,6002-1A,Gilded Linen,Neutral,2022 Color Of The Year,#e2dfd5,73.838,valspar.com//en/colors/browse-colors/lowes/neutral/gilded-linen-6002-1a
318,2003-4C,Snow Pa,Orange,,#fcd7cc,73.685,valspar.com//en/colors/browse-colors/lowes/orange/snow-pa-2003-4c
319,7001-9,Ballroom Belle,Neutral,,#e4ded7,73.622,valspar.com//en/colors/browse-colors/lowes/neutral/ballroom-belle-7001-9
320,2004-10C,Balance,Neutral,,#e8ddd0,73.561,valspar.com//en/colors/browse-colors/lowes/neutral/balance-2004-10c
321,1002-8C,Winter Sunrise,Purple,,#eadbdd,73.535,valspar.com//en/colors/browse-colors/lowes/purple/winter-sunrise-1002-8c
322,7006-18,Blizzard Fog,White,,#dfdfd9,73.506,valspar.com//en/colors/browse-colors/lowes/white/blizzard-fog-7006-18
323,V017-2,Backlit Lemon,Yellow,,#ffdb63,73.487,valspar.com//en/colors/browse-colors/independent-retailers/yellow/backlit-lemon-v017-2
324,V093-1,Filtered Light,Neutral,,#f1dcb9,73.457,valspar.com//en/colors/browse-colors/independent-retailers/neutral/filtered-light-v093-1
325,V086-1,Cozy Coverlet,Neutral,,#f4dac3,73.414,valspar.com//en/colors/browse-colors/independent-retailers/neutral/cozy-coverlet-v086-1
326,V041-1,Cake Pop,Red,,#f2d8de,73.371,valspar.com//en/colors/browse-colors/independent-retailers/red/cake-pop-v041-1
327,2005-10C,Bungalow White,Neutral,,#e9dcd2,73.336,valspar.com//en/colors/browse-colors/lowes/neutral/bungalow-white-2005-10c
328,V042-1,Pink Bangles,Red,,#fad6d4,73.303,valspar.com//en/colors/browse-colors/independent-retailers/red/pink-bangles-v042-1
329,5006-7A,Sea Breath,Blue,,#c7e4e2,73.265,valspar.com//en/colors/browse-colors/lowes/blue/sea-breath-5006-7a
330,V088-1,Peachfizz,Neutral,,#f1dbc3,73.14,valspar.com//en/colors/browse-colors/independent-retailers/neutral/peachfizz-v088-1
331,4004-9A,Super Nova,Purple,,#dbdeec,73.106,valspar.com//en/colors/browse-colors/lowes/purple/super-nova-4004-9a
332,6002-9A,Ultra Green,Blue,,#cae5d5,73.078,valspar.com//en/colors/browse-colors/lowes/blue/ultra-green-6002-9a
333,8004-45A,Highland Winds,Purple,,#d9dfe7,73.0,valspar.com//en/colors/browse-colors/lowes/purple/highland-winds-8004-45a
334,8002-9A,Awe,Red,,#f1d9d3,73.0,valspar.com//en/colors/browse-colors/lowes/red/awe-8002-9a
335,8001-11A,Pink Bangles,Red,,#fad6d4,73.0,valspar.com//en/colors/browse-colors/lowes/red/pink-bangles-8001-11a
336,8003-36A,Wintergreen,Green,,#d6e1d4,73.0,valspar.com//en/colors/browse-colors/lowes/green/wintergreen-8003-36a
337,8004-35A,Cool Tide,Blue,The Soft Collection,#d6e1dd,73.0,valspar.com//en/colors/browse-colors/lowes/blue/cool-tide-8004-35a
338,8001-45A,Slipstream,Blue,,#d2dfee,73.0,valspar.com//en/colors/browse-colors/lowes/blue/slipstream-8001-45a
339,3003-6C,Simple Pleasures,Yellow,,#f3dabb,72.928,valspar.com//en/colors/browse-colors/lowes/yellow/simple-pleasures-3003-6c
340,V045-1,Vintage Peach,Orange,Popular,#fdd7ba,72.829,valspar.com//en/colors/browse-colors/independent-retailers/orange/vintage-peach-v045-1
341,V022-1,Green Reflection,Green,,#cfe5b5,72.8,valspar.com//en/colors/browse-colors/independent-retailers/green/green-reflection-v022-1
342,V092-1,Candelabra,Neutral,,#eddcbe,72.779,valspar.com//en/colors/browse-colors/independent-retailers/neutral/candelabra-v092-1
343,V025-1,Cuddle Bug,Green,,#c9e5c8,72.705,valspar.com//en/colors/browse-colors/independent-retailers/green/cuddle-bug-v025-1
344,3006-4A,Late Day Sun,Yellow,,#f8db91,72.689,valspar.com//en/colors/browse-colors/lowes/yellow/late-day-sun-3006-4a
345,2007-8C,Cake Batter,Orange,,#eddac9,72.687,valspar.com//en/colors/browse-colors/lowes/orange/cake-batter-2007-8c
346,4007-7A,Air Kiss,Blue,,#cde1e9,72.502,valspar.com//en/colors/browse-colors/lowes/blue/air-kiss-4007-7a
347,7006-12,Salute,White,,#e1ddd1,72.417,valspar.com//en/colors/browse-colors/lowes/white/salute-7006-12
348,6005-1A,Asiago,Neutral,,#e3dcd0,72.324,valspar.com//en/colors/browse-colors/lowes/neutral/asiago-6005-1a
349,3003-10C,Cream in My Coffee,Neutral,"Popular,The Classic Collection",#e6dccc,72.307,valspar.com//en/colors/browse-colors/lowes/neutral/cream-in-my-coffee-3003-10c
350,V090-1,Bubbly,Neutral,,#ebdbc4,72.262,valspar.com//en/colors/browse-colors/independent-retailers/neutral/bubbly-v090-1
351,1004-4C,Lucky You,Purple,,#eed7e2,72.172,valspar.com//en/colors/browse-colors/lowes/purple/lucky-you-1004-4c
352,4008-9A,Skywriter,Blue,,#c9e1ea,72.151,valspar.com//en/colors/browse-colors/lowes/blue/skywriter-4008-9a
353,V060-2,Cat Woman,Green,,#d3e2c2,72.13,valspar.com//en/colors/browse-colors/independent-retailers/green/cat-woman-v060-2
354,T559,Natural Soap,Neutral,The Classic Collection,#e7dbc6,72.086,valspar.com//en/colors/browse-colors/independent-retailers/neutral/natural-soap-t559
355,4002-9A,Purple Mist,Purple,,#e3dae8,72.048,valspar.com//en/colors/browse-colors/lowes/purple/purple-mist-4002-9a
356,7004-16,Sheer Light,Gray,,#dadedb,72.035,valspar.com//en/colors/browse-colors/lowes/gray/sheer-light-7004-16
357,M144,Puppy Paws,Neutral,The Natural Collection,#eed9c8,72.022,valspar.com//en/colors/browse-colors/independent-retailers/neutral/puppy-paws-m144
358,5005-3A,Luna,Green,,#dbded4,72.004,valspar.com//en/colors/browse-colors/lowes/green/luna-5005-3a
359,7007-11,Antique Buff,Yellow,,#e8dac6,72.0,valspar.com//en/colors/browse-colors/lowes/yellow/antique-buff-7007-11
360,8003-28B,New Growth,Green,,#e2dec5,72.0,valspar.com//en/colors/browse-colors/lowes/green/new-growth-8003-28b
361,8001-40A,"Pinch Me, I'm Dreaming",Blue,,#c5e2eb,72.0,valspar.com//en/colors/browse-colors/lowes/blue/pinch-me-im-dreaming-8001-40a
362,8007-12E,Woodland Wildflower,White,,#dfdcda,72.0,valspar.com//en/colors/browse-colors/lowes/white/woodland-wildflower-8007-12e
363,8004-34A,Sheer Elegance,Gray,,#d7dfdc,72.0,valspar.com//en/colors/browse-colors/lowes/gray/sheer-elegance-8004-34a
